attachment_id,ticket_id,filename,file_type,source_dataset,storage_path,content_hash,ocr_text,visual_summary,metadata,parse_status,created_at
ATT-MM-0047,TCK-0246,payment_claim_unverified.png,image,synthetic_sroie_cord_style,,703ee5b3009e81a384f423817f346d0eaa150f0aae595dd371c753a4a5d3b745,支付成功 订单号 ORD-UNVERIFIED-0047 金额 299.00 元,截图疑似显示支付成功，但订单系统尚未核验，不能单独放行退款。,"{""sample_id"": ""MMT-0047"", ""case_type"": ""payment_unverified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 299.0, ""order_id"": ""ORD-UNVERIFIED-0047""}, ""notes"": ""Attachment is auxiliary only; missing order source should trigger conservative fallback.""}",pending,2026-05-16T00:00:00
ATT-MM-0048,TCK-0351,payment_claim_unverified.png,image,synthetic_sroie_cord_style,,ae45ba5a99b62f59422d6071d422117743d2a65bba132e3c21a852b29b5f664e,支付成功 订单号 ORD-UNVERIFIED-0048 金额 299.00 元,截图疑似显示支付成功，但订单系统尚未核验，不能单独放行退款。,"{""sample_id"": ""MMT-0048"", ""case_type"": ""payment_unverified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 299.0, ""order_id"": ""ORD-UNVERIFIED-0048""}, ""notes"": ""Attachment is auxiliary only; missing order source should trigger conservative fallback.""}",pending,2026-05-16T00:00:00
ATT-MM-0049,TCK-0071,payment_claim_unverified.png,image,synthetic_sroie_cord_style,,829a5f048969ba8c10630e08143c397d3cd72c025e363b6aab2de2cdfbb9f03e,支付成功 订单号 ORD-UNVERIFIED-0049 金额 299.00 元,截图疑似显示支付成功，但订单系统尚未核验，不能单独放行退款。,"{""sample_id"": ""MMT-0049"", ""case_type"": ""payment_unverified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 299.0, ""order_id"": ""ORD-UNVERIFIED-0049""}, ""notes"": ""Attachment is auxiliary only; missing order source should trigger conservative fallback.""}",pending,2026-05-16T00:00:00
ATT-MM-0050,TCK-0176,payment_claim_unverified.png,image,synthetic_sroie_cord_style,,5f73431a83ac0a9d91e328d6709ef35375e2d02c185f45dc7ad880138b26cfcb,支付成功 订单号 ORD-UNVERIFIED-0050 金额 299.00 元,截图疑似显示支付成功，但订单系统尚未核验，不能单独放行退款。,"{""sample_id"": ""MMT-0050"", ""case_type"": ""payment_unverified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 299.0, ""order_id"": ""ORD-UNVERIFIED-0050""}, ""notes"": ""Attachment is auxiliary only; missing order source should trigger conservative fallback.""}",pending,2026-05-16T00:00:00
ATT-MM-0051,TCK-0281,payment_claim_unverified.png,image,synthetic_sroie_cord_style,,f5ff24c390190ec0d1ade5f98355779189fa493361edd407cafa0d45dd5849f5,支付成功 订单号 ORD-UNVERIFIED-0051 金额 299.00 元,截图疑似显示支付成功，但订单系统尚未核验，不能单独放行退款。,"{""sample_id"": ""MMT-0051"", ""case_type"": ""payment_unverified"", ""gold_evidence_type"": ""payment_screenshot"", ""gold_entities"": {""amount"": 299.0, ""order_id"": ""ORD-UNVERIFIED-0051""}, ""notes"": ""Attachment is auxiliary only; missing order source should trigger conservative fallback.""}",pending,2026-05-16T00:00:00
ATT-MM-0052,TCK-0193,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0052"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0053,TCK-0098,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0053"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0054,TCK-0003,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0054"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0055,TCK-0293,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0055"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0056,TCK-0198,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0056"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0057,TCK-0103,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0057"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0058,TCK-0008,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0058"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0059,TCK-0298,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0059"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0060,TCK-0203,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0060"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0061,TCK-0108,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0061"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0062,TCK-0013,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0062"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0063,TCK-0303,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0063"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0064,TCK-0208,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0064"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0065,TCK-0113,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0065"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0066,TCK-0018,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0066"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0067,TCK-0308,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0067"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0068,TCK-0213,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0068"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0069,TCK-0118,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0069"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0070,TCK-0023,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0070"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0071,TCK-0313,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0071"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0072,TCK-0218,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0072"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0073,TCK-0123,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0073"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0074,TCK-0028,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0074"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0075,TCK-0318,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0075"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0076,TCK-0223,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0076"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0077,TCK-0128,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0077"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0078,TCK-0033,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0078"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0079,TCK-0323,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0079"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0080,TCK-0228,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0080"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0081,TCK-0133,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0081"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0082,TCK-0038,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0082"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0083,TCK-0328,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0083"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0084,TCK-0233,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0084"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0085,TCK-0138,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0085"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0086,TCK-0043,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0086"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0087,TCK-0333,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0087"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0088,TCK-0238,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0088"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0089,TCK-0143,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0089"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0090,TCK-0048,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0090"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0091,TCK-0338,service_unavailable.png,image,synthetic_rico_style,,0e283ef202e082a85dcf04d9e3a872dac6cee46f96144a0977efeef9b3d2780d,Error 503 Service Unavailable 云桌面协作 页面无法加载,报错截图显示页面服务不可用，页面中心有 503 错误提示。,"{""sample_id"": ""MMT-0091"", ""case_type"": ""error_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""503""}, ""notes"": ""RICO-style UI screenshot with synthetic error overlay.""}",pending,2026-05-16T00:00:00
ATT-MM-0092,TCK-0289,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0092"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0093,TCK-0194,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0093"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0094,TCK-0099,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0094"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0095,TCK-0004,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0095"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0096,TCK-0294,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0096"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0097,TCK-0199,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0097"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
