doc_id,title,body,tags,product,category
KB-079,账号访问案例摘要 7,公开工单主题：Report on Login Problems。公开工单摘录：Facing login difficulties following a password reset。来源队列：Customer Service。建议结合产品“云桌面协作”与当前工单上下文继续核验。,"account_access,云桌面协作,support,public_corpus",云桌面协作,account_access
KB-080,账号访问案例摘要 8,公开工单主题：Occasional Login Issues Noted in Project Management System。公开工单摘录：Customers are encountering occasional login difficulties. The problem could be related to heightened server demand during busy periods. Resetting the user's password and clearing…。来源队列：Customer Service。建议结合产品“视觉巡检仪”与当前工单上下文继续核验。,"account_access,视觉巡检仪,support,public_corpus",视觉巡检仪,account_access
KB-081,账号访问案例摘要 9,"公开工单主题：Problem with Login to Account。公开工单摘录：Respected Customer Support, I am currently facing challenges while trying to log into my account. I am unable to access it, and I believe the issue could be related to an outdated…。来源队列：Customer Service。建议结合产品“安全金库”与当前工单上下文继续核验。","account_access,安全金库,support,public_corpus",安全金库,account_access
KB-082,账号访问案例摘要 10,"公开工单主题：Medical Access Problem。公开工单摘录：I am facing an unexpected issue with medical data access, where my login credentials have suddenly failed, which might be related to a recent password policy update. Despite resta…。来源队列：IT Support。建议结合产品“运维控制台”与当前工单上下文继续核验。","account_access,运维控制台,support,public_corpus",运维控制台,account_access
KB-083,账号访问案例摘要 11,"公开工单主题：Report on Occasional Login Issues。公开工单摘录：Facing sporadic login difficulties, which might be related to server overload during peak usage periods. Despite efforts to enhance server capacity and improve the login process,…。来源队列：Technical Support。建议结合产品“灯塔路由器”与当前工单上下文继续核验。","account_access,灯塔路由器,support,public_corpus",灯塔路由器,account_access
KB-084,账号访问案例摘要 12,"公开工单主题：Problem with Project Information Disappearing on Login。公开工单摘录：Hello Customer Support, I am contacting you to report an issue regarding my project information disappearing each time I log in. This past period, I have observed that my project…。来源队列：IT Support。建议结合产品“云桌面协作”与当前工单上下文继续核验。","account_access,云桌面协作,support,public_corpus",云桌面协作,account_access
KB-085,账号访问案例摘要 13,"公开工单主题：Problem with Disappearing Project Data on Login。公开工单摘录：Hello Customer Support, I am reaching out to inform you about a concern with my project data vanishing when I log in. Recently, I have observed that my project data vanishes each…。来源队列：IT Support。建议结合产品“视觉巡检仪”与当前工单上下文继续核验。","account_access,视觉巡检仪,support,public_corpus",视觉巡检仪,account_access
KB-086,账号访问案例摘要 14,"公开工单主题：User Login Issues Arising Suddenely Today。公开工单摘录：Users are unable to log in, which may be related to a recent update or high server load. Steps taken such as restarting the server and reviewing logs have not resolved the situati…。来源队列：IT Support。建议结合产品“安全金库”与当前工单上下文继续核验。","account_access,安全金库,support,public_corpus",安全金库,account_access
KB-087,账号访问案例摘要 15,"公开工单主题：Support Request for Login Failures During Peak Hours。公开工单摘录：Dear Customer Support, I am encountering intermittent login failures during peak hours. I suspect these issues might be due to server overload or database contention. Despite rest…。来源队列：Product Support。建议结合产品“运维控制台”与当前工单上下文继续核验。","account_access,运维控制台,support,public_corpus",运维控制台,account_access
KB-088,账号访问案例摘要 16,公开工单主题：Support Request: Login Screen Issues Post-Passwort Update。公开工单摘录：Detailed Problem Description: The login screen keeps loading indefinitely after updating the password. Potential Causes: It may be due to a caching problem or an outdated browser…。来源队列：Product Support。建议结合产品“灯塔路由器”与当前工单上下文继续核验。,"account_access,灯塔路由器,support,public_corpus",灯塔路由器,account_access
KB-089,账号访问案例摘要 17,"公开工单主题：Medical Data Access Denied Suddenly Today。公开工单摘录：Dear Customer Support, I am experiencing a problem with accessing my medical data, which began unexpectedly. I suspect that it could be related to a recent software update or chan…。来源队列：Customer Service。建议结合产品“云桌面协作”与当前工单上下文继续核验。","account_access,云桌面协作,support,public_corpus",云桌面协作,account_access
KB-090,账号访问案例摘要 18,公开工单主题：Medical Records Access Denied。公开工单摘录：There has been a sudden denial of access to medical records. This might be due to a software update issue or a firewall problem. Steps such as restarting the servers and verifying…。来源队列：Customer Service。建议结合产品“视觉巡检仪”与当前工单上下文继续核验。,"account_access,视觉巡检仪,support,public_corpus",视觉巡检仪,account_access
KB-091,账号访问案例摘要 19,"公开工单主题：Support for Medical Data Breach。公开工单摘录：A potential medical data breach has been reported due to unauthorized access, which could be due to a weak password or an outdated software vulnerability. Actions taken so far inc…。来源队列：Returns and Exchanges。建议结合产品“安全金库”与当前工单上下文继续核验。","account_access,安全金库,support,public_corpus",安全金库,account_access
KB-092,账号访问案例摘要 20,"公开工单主题：Assistance with Medical Data Leak。公开工单摘录：A potential medical data leak has been reported due to unauthorized access. The possible reasons include a weak password or a security flaw in the outdated software. So far, an Av…。来源队列：Returns and Exchanges。建议结合产品“运维控制台”与当前工单上下文继续核验。","account_access,运维控制台,support,public_corpus",运维控制台,account_access
KB-093,账号访问案例摘要 21,"公开工单主题：Improvement in MongoDB 4.4 for Marketing Analytics。公开工单摘录：Hello, we are in need of some guidance on optimizing the use of MongoDB 4.4 for our marketing analytics. Our team stores and analyzes large volumes of customer data, and we believ…。来源队列：Technical Support。建议结合产品“灯塔路由器”与当前工单上下文继续核验。","account_access,灯塔路由器,support,public_corpus",灯塔路由器,account_access
KB-094,账号访问案例摘要 22,公开工单主题：Problem with Login Access。公开工单摘录：We are encountering occasional login difficulties on the project management software. This might be caused by server overload during peak times. After clearing our cache and monit…。来源队列：Customer Service。建议结合产品“云桌面协作”与当前工单上下文继续核验。,"account_access,云桌面协作,support,public_corpus",云桌面协作,account_access
KB-095,账号访问案例摘要 23,公开工单主题：Problem with Login System。公开工单摘录：Users are facing sporadic login difficulties on the project management platform. This might be linked to heightened server load during peak times. Steps like clearing cache and re…。来源队列：Customer Service。建议结合产品“视觉巡检仪”与当前工单上下文继续核验。,"account_access,视觉巡检仪,support,public_corpus",视觉巡检仪,account_access
KB-096,账号访问案例摘要 24,公开工单主题：Unauthorised Access Attempts on Medical Data Identified。公开工单摘录：Our healthcare provider has encountered unauthorised access attempts involving medical data. This could be due to weak password protocols. Updating passwords and enhancing firewal…。来源队列：Technical Support。建议结合产品“安全金库”与当前工单上下文继续核验。,"account_access,安全金库,support,public_corpus",安全金库,account_access
KB-097,产品咨询案例摘要 1,"公开工单主题：Query on Pricing for Integration with Blackboard Learn。公开工单摘录：Hello Customer Support, I am writing to request information on the pricing for integrating Blackboard Learn with your SaaS project management service. Could you kindly provide me…。来源队列：Billing and Payments。建议结合产品“灯塔路由器”与当前工单上下文继续核验。","general_inquiry,灯塔路由器,support,public_corpus",灯塔路由器,general_inquiry
KB-098,产品咨询案例摘要 2,"公开工单主题：Inquiry about Digital Strategies for Brand Growth and Development Services。公开工单摘录：Dear customer support, I am eager to learn more about your digital strategies for brand growth and development services. Could you kindly share more information on the services yo…。来源队列：Customer Service。建议结合产品“云桌面协作”与当前工单上下文继续核验。","general_inquiry,云桌面协作,support,public_corpus",云桌面协作,general_inquiry
KB-099,产品咨询案例摘要 3,"公开工单主题：Inquiry About Digital Strategies for Brand Growth and Management。公开工单摘录：Dear Customer Support, I am contacting you to learn more about the digital strategies you provide for brand growth and management services. As a business owner, I am eager to enha…。来源队列：Billing and Payments。建议结合产品“视觉巡检仪”与当前工单上下文继续核验。","general_inquiry,视觉巡检仪,support,public_corpus",视觉巡检仪,general_inquiry
KB-100,产品咨询案例摘要 4,公开工单主题：Customer Support Inquiry。公开工单摘录：Seeking information on digital strategies that can aid in brand growth and details on the available services. Looking forward to learning more to help our business grow. Thank you…。来源队列：Customer Service。建议结合产品“安全金库”与当前工单上下文继续核验。,"general_inquiry,安全金库,support,public_corpus",安全金库,general_inquiry
KB-101,产品咨询案例摘要 5,公开工单主题：Inquiry for Digital Strategy Consultation and Pricing。公开工单摘录：Kindly furnish consultation details and pricing information.。来源队列：Technical Support。建议结合产品“运维控制台”与当前工单上下文继续核验。,"general_inquiry,运维控制台,support,public_corpus",运维控制台,general_inquiry
KB-102,产品咨询案例摘要 6,公开工单主题：Customer Support Inquiry for Digital Strategies Services。公开工单摘录：Could you provide details on your digital strategies services to boost brand growth? I am interested in learning how your company can help increase our online presence and improve…。来源队列：Billing and Payments。建议结合产品“灯塔路由器”与当前工单上下文继续核验。,"general_inquiry,灯塔路由器,support,public_corpus",灯塔路由器,general_inquiry
KB-103,产品咨询案例摘要 7,公开工单主题：Inquiry for Digital Strategy Guidance and Cost Information。公开工单摘录：Kindly furnish us with details regarding the consultation and pricing.。来源队列：Technical Support。建议结合产品“云桌面协作”与当前工单上下文继续核验。,"general_inquiry,云桌面协作,support,public_corpus",云桌面协作,general_inquiry
KB-104,产品咨询案例摘要 8,公开工单主题：Inquiry on Pricing。公开工单摘录：I would like to gather more information about your digital marketing services and software integration options. Could you please share the pricing details and any current packages…。来源队列：Sales and Pre-Sales。建议结合产品“视觉巡检仪”与当前工单上下文继续核验。,"general_inquiry,视觉巡检仪,support,public_corpus",视觉巡检仪,general_inquiry
KB-105,产品咨询案例摘要 9,"公开工单主题：Request for Digital Marketing Strategy Overview。公开工单摘录：Hello Customer Support, I am contacting you to request information about your digital marketing services. Could you give me a comprehensive overview of the services you provide? I…。来源队列：Product Support。建议结合产品“安全金库”与当前工单上下文继续核验。","general_inquiry,安全金库,support,public_corpus",安全金库,general_inquiry
KB-106,产品咨询案例摘要 10,"公开工单主题：Support Inquiry for Real-Time Collaboration Features。公开工单摘录：Hello, we are interested in integrating real-time collaboration features across our supported platforms to enhance project management efficiency and boost team productivity. Curre…。来源队列：Product Support。建议结合产品“运维控制台”与当前工单上下文继续核验。","general_inquiry,运维控制台,support,public_corpus",运维控制台,general_inquiry
KB-107,产品咨询案例摘要 11,"公开工单主题：Query about Digital Marketing Services。公开工单摘录：Customer Support, seeking insights into digital marketing strategy packages that could aid in brand growth. Could you offer information on what services are provided and how they…。来源队列：Customer Service。建议结合产品“灯塔路由器”与当前工单上下文继续核验。","general_inquiry,灯塔路由器,support,public_corpus",灯塔路由器,general_inquiry
KB-108,产品咨询案例摘要 12,"公开工单主题：Query Regarding Digital Marketing Services。公开工单摘录：Customer Support, seeking insights into digital marketing strategy packages that can aid in brand growth. Could you furnish details on the services offered and how they might bene…。来源队列：Customer Service。建议结合产品“云桌面协作”与当前工单上下文继续核验。","general_inquiry,云桌面协作,support,public_corpus",云桌面协作,general_inquiry
KB-109,产品咨询案例摘要 13,公开工单主题：Inquiry on PostgreSQL and Adobe Services Pricing。公开工单摘录：I am contacting you to seek information regarding the billing options for PostgreSQL and Adobe services. Could you kindly furnish me with details about the available pricing plans…。来源队列：Billing and Payments。建议结合产品“视觉巡检仪”与当前工单上下文继续核验。,"general_inquiry,视觉巡检仪,support,public_corpus",视觉巡检仪,general_inquiry
KB-110,产品咨询案例摘要 14,"公开工单主题：Request for Information on Available Digital Strategy Packages。公开工单摘录：Customer Support, I am reaching out to inquire about the digital strategy packages your company offers to assist with brand growth and help businesses expand their online presence…。来源队列：Billing and Payments。建议结合产品“安全金库”与当前工单上下文继续核验。","general_inquiry,安全金库,support,public_corpus",安全金库,general_inquiry
KB-111,产品咨询案例摘要 15,"公开工单主题：Billing Inquiry。公开工单摘录：Hello, I am writing to inquire about the billing structure for the project management SaaS service. Could you provide details on the pricing plans and any additional costs associa…。来源队列：Billing and Payments。建议结合产品“运维控制台”与当前工单上下文继续核验。","general_inquiry,运维控制台,support,public_corpus",运维控制台,general_inquiry
KB-112,产品咨询案例摘要 16,"公开工单主题：Inquiry About Billing Structure。公开工单摘录：Hello, I am writing to inquire about the billing structure for the project management SaaS service. Could you provide more details on the pricing plans and any additional costs as…。来源队列：Billing and Payments。建议结合产品“灯塔路由器”与当前工单上下文继续核验。","general_inquiry,灯塔路由器,support,public_corpus",灯塔路由器,general_inquiry
KB-113,产品咨询案例摘要 17,"公开工单主题：Inquiry on Pricing and Billing Details for SaaS Project Management Solution。公开工单摘录：Hello Customer Support, I am reaching out to inquire about the pricing options and billing cycles for our SaaS project management solution. Could you provide details on the differ…。来源队列：Billing and Payments。建议结合产品“云桌面协作”与当前工单上下文继续核验。","general_inquiry,云桌面协作,support,public_corpus",云桌面协作,general_inquiry
KB-114,产品咨询案例摘要 18,"公开工单主题：Inquiry About Handheld Scanner Pricing。公开工单摘录：Greetings Customer Support Team, I am reaching out to request detailed information regarding the pricing of the Handheld Scanner. My intention is to purchase this for my business;…。来源队列：Billing and Payments。建议结合产品“视觉巡检仪”与当前工单上下文继续核验。","general_inquiry,视觉巡检仪,support,public_corpus",视觉巡检仪,general_inquiry
KB-115,产品咨询案例摘要 19,"公开工单主题：Project Management Pricing Plans。公开工单摘录：Dear Customer Support, I hope this message finds you well. I am writing to request further details on the pricing structures for your project management software-as-a-service (Saa…。来源队列：Billing and Payments。建议结合产品“安全金库”与当前工单上下文继续核验。","general_inquiry,安全金库,support,public_corpus",安全金库,general_inquiry
KB-116,产品咨询案例摘要 20,公开工单主题：Inquiry About Billing Options。公开工单摘录：Seeking details on the billing options for the project management SaaS service. Could you please provide information on the different plans and pricing tiers? It would be greatly…。来源队列：Billing and Payments。建议结合产品“运维控制台”与当前工单上下文继续核验。,"general_inquiry,运维控制台,support,public_corpus",运维控制台,general_inquiry
KB-117,产品咨询案例摘要 21,"公开工单主题：Enquiry into Digital Strategy Packages Provided。公开工单摘录：Customer Support, I am reaching out to inquire about the digital strategy packages your company offers to aid in brand growth and assist businesses in expanding their online prese…。来源队列：Billing and Payments。建议结合产品“灯塔路由器”与当前工单上下文继续核验。","general_inquiry,灯塔路由器,support,public_corpus",灯塔路由器,general_inquiry
KB-118,产品咨询案例摘要 22,"公开工单主题：Query on Digital Strategy Packages Offered。公开工单摘录：Hello Customer Support, I am reaching out to inquire about the digital strategy packages that your company provides to support brand growth and assist businesses in expanding thei…。来源队列：Billing and Payments。建议结合产品“云桌面协作”与当前工单上下文继续核验。","general_inquiry,云桌面协作,support,public_corpus",云桌面协作,general_inquiry
KB-119,产品咨询案例摘要 23,"公开工单主题：Enquiry on Data Analytics Service Pricing。公开工单摘录：Hello customer support, I am writing to seek details on the billing arrangements for your data analytics services. My goal is to make the most effective use of my resources, and I…。来源队列：Billing and Payments。建议结合产品“视觉巡检仪”与当前工单上下文继续核验。","general_inquiry,视觉巡检仪,support,public_corpus",视觉巡检仪,general_inquiry
KB-120,产品咨询案例摘要 24,"公开工单主题：Inquiry About Investment Analytics Services。公开工单摘录：Hello Customer Support, I am inquiring about the investment analytics services your company offers, particularly regarding billing and payment options. Could you provide details o…。来源队列：Billing and Payments。建议结合产品“安全金库”与当前工单上下文继续核验。","general_inquiry,安全金库,support,public_corpus",安全金库,general_inquiry
